"caso_ano","caso_anomes","caso_mes","qtd_casos","bairro","regiao","zona","area","area_grupo","bairro_ha","bairro_pop2010","ciclo_mes","ciclo","ciclo_parte","ciclo_num"
2002,200203,3,349,"Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",434.57,55652,8,"ciclo2002","predicao",2002
2002,200204,4,52,"Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",434.57,55652,9,"ciclo2002","predicao",2002
2002,200205,5,20,"Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",434.57,55652,10,"ciclo2002","predicao",2002
2002,200206,6,3,"Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",434.57,55652,11,"ciclo2002","predicao",2002
2002,200207,7,2,"Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",434.57,55652,12,"ciclo2002","predicao",2002
2002,200201,1,16,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,6,"ciclo2002","predicao",2002
2002,200202,2,17,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,7,"ciclo2002","predicao",2002
2002,200203,3,22,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,8,"ciclo2002","predicao",2002
2002,200204,4,8,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,9,"ciclo2002","predicao",2002
2002,200205,5,1,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Parque Anchieta","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",390.58,26212,12,"ciclo2002","predicao",2002
2002,200201,1,88,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,6,"ciclo2002","predicao",2002
2002,200202,2,72,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,7,"ciclo2002","predicao",2002
2002,200203,3,59,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,8,"ciclo2002","predicao",2002
2002,200204,4,17,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,9,"ciclo2002","predicao",2002
2002,200205,5,6,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,10,"ciclo2002","predicao",2002
2002,200206,6,1,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,11,"ciclo2002","predicao",2002
2002,200207,7,1,"Ricardo de Albuquerque","XXII RA - Anchieta","Zona Norte","AP 3.3","AG 3",211.69,29310,12,"ciclo2002","predicao",2002
2002,200201,1,74,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,6,"ciclo2002","predicao",2002
2002,200202,2,57,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,7,"ciclo2002","predicao",2002
2002,200203,3,69,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,8,"ciclo2002","predicao",2002
2002,200204,4,13,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,9,"ciclo2002","predicao",2002
2002,200205,5,2,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Coelho Neto","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",251.2,32423,12,"ciclo2002","predicao",2002
2002,200201,1,64,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,6,"ciclo2002","predicao",2002
2002,200202,2,52,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,7,"ciclo2002","predicao",2002
2002,200203,3,75,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,8,"ciclo2002","predicao",2002
2002,200204,4,9,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,9,"ciclo2002","predicao",2002
2002,200205,5,4,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,10,"ciclo2002","predicao",2002
2002,200206,6,1,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Acari","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",160.55,27347,12,"ciclo2002","predicao",2002
2002,200201,1,21,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,6,"ciclo2002","predicao",2002
2002,200202,2,36,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,7,"ciclo2002","predicao",2002
2002,200203,3,32,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,8,"ciclo2002","predicao",2002
2002,200204,4,9,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,9,"ciclo2002","predicao",2002
2002,200205,5,2,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Barros Filho","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",172.39,14049,12,"ciclo2002","predicao",2002
2002,200201,1,120,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,6,"ciclo2002","predicao",2002
2002,200202,2,76,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,7,"ciclo2002","predicao",2002
2002,200203,3,133,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,8,"ciclo2002","predicao",2002
2002,200204,4,20,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,9,"ciclo2002","predicao",2002
2002,200205,5,11,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,10,"ciclo2002","predicao",2002
2002,200206,6,2,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Costa Barros","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",181.48,28442,12,"ciclo2002","predicao",2002
2002,200201,1,170,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,6,"ciclo2002","predicao",2002
2002,200202,2,124,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,7,"ciclo2002","predicao",2002
2002,200203,3,222,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,8,"ciclo2002","predicao",2002
2002,200204,4,50,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,9,"ciclo2002","predicao",2002
2002,200205,5,12,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,11,"ciclo2002","predicao",2002
2002,200207,7,1,"Pavuna","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",831.14,97350,12,"ciclo2002","predicao",2002
2002,200201,1,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,6,"ciclo2002","predicao",2002
2002,200202,2,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,7,"ciclo2002","predicao",2002
2002,200203,3,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,8,"ciclo2002","predicao",2002
2002,200204,4,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,9,"ciclo2002","predicao",2002
2002,200205,5,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Parque Colúmbia","XXV RA - Pavuna","Zona Norte","AP 3.3","AG 3",151.71,9202,12,"ciclo2002","predicao",2002
2002,200201,1,769,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,6,"ciclo2002","predicao",2002
2002,200202,2,962,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,7,"ciclo2002","predicao",2002
2002,200203,3,992,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,8,"ciclo2002","predicao",2002
2002,200204,4,174,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,9,"ciclo2002","predicao",2002
2002,200205,5,35,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,10,"ciclo2002","predicao",2002
2002,200206,6,4,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,11,"ciclo2002","predicao",2002
2002,200207,7,1,"Jacarépaguá","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",7579.64,157326,12,"ciclo2002","predicao",2002
2002,200201,1,355,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,6,"ciclo2002","predicao",2002
2002,200202,2,606,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,7,"ciclo2002","predicao",2002
2002,200203,3,925,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,8,"ciclo2002","predicao",2002
2002,200204,4,217,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,9,"ciclo2002","predicao",2002
2002,200205,5,57,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,10,"ciclo2002","predicao",2002
2002,200206,6,1,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,11,"ciclo2002","predicao",2002
2002,200207,7,1,"Anil","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",350.04,24172,12,"ciclo2002","predicao",2002
2002,200201,1,268,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,6,"ciclo2002","predicao",2002
2002,200202,2,440,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,7,"ciclo2002","predicao",2002
2002,200203,3,502,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,8,"ciclo2002","predicao",2002
2002,200204,4,67,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,9,"ciclo2002","predicao",2002
2002,200205,5,14,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,10,"ciclo2002","predicao",2002
2002,200206,6,1,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Gardênia Azul","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",123.63,17715,12,"ciclo2002","predicao",2002
2002,200201,1,904,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,6,"ciclo2002","predicao",2002
2002,200202,2,1233,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,7,"ciclo2002","predicao",2002
2002,200203,3,1186,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,8,"ciclo2002","predicao",2002
2002,200204,4,126,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,9,"ciclo2002","predicao",2002
2002,200205,5,25,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Curicica","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",333.96,31189,12,"ciclo2002","predicao",2002
2002,200201,1,359,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,6,"ciclo2002","predicao",2002
2002,200202,2,499,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,7,"ciclo2002","predicao",2002
2002,200203,3,543,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,8,"ciclo2002","predicao",2002
2002,200204,4,94,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,9,"ciclo2002","predicao",2002
2002,200205,5,14,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Freguesia","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1039.61,70511,12,"ciclo2002","predicao",2002
2002,200201,1,178,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,6,"ciclo2002","predicao",2002
2002,200202,2,242,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,7,"ciclo2002","predicao",2002
2002,200203,3,210,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,8,"ciclo2002","predicao",2002
2002,200204,4,44,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,9,"ciclo2002","predicao",2002
2002,200205,5,10,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Pechincha","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",283.09,34709,12,"ciclo2002","predicao",2002
2002,200201,1,1183,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,6,"ciclo2002","predicao",2002
2002,200202,2,1414,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,7,"ciclo2002","predicao",2002
2002,200203,3,1285,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,8,"ciclo2002","predicao",2002
2002,200204,4,241,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,9,"ciclo2002","predicao",2002
2002,200205,5,38,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,10,"ciclo2002","predicao",2002
2002,200206,6,2,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Taquara","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",1320.66,102126,12,"ciclo2002","predicao",2002
2002,200201,1,254,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,6,"ciclo2002","predicao",2002
2002,200202,2,320,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,7,"ciclo2002","predicao",2002
2002,200203,3,254,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,8,"ciclo2002","predicao",2002
2002,200204,4,69,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,9,"ciclo2002","predicao",2002
2002,200205,5,9,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Tanque","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",556.8,37856,12,"ciclo2002","predicao",2002
2002,200201,1,384,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,6,"ciclo2002","predicao",2002
2002,200202,2,697,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,7,"ciclo2002","predicao",2002
2002,200203,3,774,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,8,"ciclo2002","predicao",2002
2002,200204,4,127,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,9,"ciclo2002","predicao",2002
2002,200205,5,9,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,10,"ciclo2002","predicao",2002
2002,200206,6,1,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Praça Seca","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",650,64147,12,"ciclo2002","predicao",2002
2002,200201,1,163,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,6,"ciclo2002","predicao",2002
2002,200202,2,165,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,7,"ciclo2002","predicao",2002
2002,200203,3,163,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,8,"ciclo2002","predicao",2002
2002,200204,4,37,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,9,"ciclo2002","predicao",2002
2002,200205,5,8,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,11,"ciclo2002","predicao",2002
2002,200207,7,1,"Vila Valqueire","XVI RA - Jacarepaguá","Zona Oeste","AP 4","AG 4",423.22,32279,12,"ciclo2002","predicao",2002
2002,200201,1,697,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,6,"ciclo2002","predicao",2002
2002,200202,2,901,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,7,"ciclo2002","predicao",2002
2002,200203,3,632,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,8,"ciclo2002","predicao",2002
2002,200204,4,70,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,9,"ciclo2002","predicao",2002
2002,200205,5,7,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Cidade de Deus","XXXIV RA - Cidade de Deus","Zona Oeste","AP 4","AG 4",120.58,36515,12,"ciclo2002","predicao",2002
2002,200201,1,0,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,6,"ciclo2002","predicao",2002
2002,200202,2,2,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,7,"ciclo2002","predicao",2002
2002,200203,3,0,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,8,"ciclo2002","predicao",2002
2002,200204,4,2,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,9,"ciclo2002","predicao",2002
2002,200205,5,0,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Joá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",168.97,818,12,"ciclo2002","predicao",2002
2002,200201,1,46,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,6,"ciclo2002","predicao",2002
2002,200202,2,141,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,7,"ciclo2002","predicao",2002
2002,200203,3,248,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,8,"ciclo2002","predicao",2002
2002,200204,4,65,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,9,"ciclo2002","predicao",2002
2002,200205,5,24,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,10,"ciclo2002","predicao",2002
2002,200206,6,1,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Itanhangá","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1319.77,38415,12,"ciclo2002","predicao",2002
2002,200201,1,233,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,6,"ciclo2002","predicao",2002
2002,200202,2,386,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,7,"ciclo2002","predicao",2002
2002,200203,3,526,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,8,"ciclo2002","predicao",2002
2002,200204,4,112,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,9,"ciclo2002","predicao",2002
2002,200205,5,40,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,10,"ciclo2002","predicao",2002
2002,200206,6,2,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Barra da Tijuca","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",4815.06,135924,12,"ciclo2002","predicao",2002
2002,200201,1,22,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,6,"ciclo2002","predicao",2002
2002,200202,2,65,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,7,"ciclo2002","predicao",2002
2002,200203,3,46,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,8,"ciclo2002","predicao",2002
2002,200204,4,8,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,9,"ciclo2002","predicao",2002
2002,200205,5,1,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,11,"ciclo2002","predicao",2002
2002,200207,7,0,"Camorim","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",885.99,1970,12,"ciclo2002","predicao",2002
2002,200201,1,147,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,6,"ciclo2002","predicao",2002
2002,200202,2,313,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,7,"ciclo2002","predicao",2002
2002,200203,3,255,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,8,"ciclo2002","predicao",2002
2002,200204,4,46,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,9,"ciclo2002","predicao",2002
2002,200205,5,8,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,11,"ciclo2002","predicao",2002
2002,200207,7,2,"Vargem Pequena","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",1443.83,27250,12,"ciclo2002","predicao",2002
2002,200201,1,99,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,6,"ciclo2002","predicao",2002
2002,200202,2,189,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,7,"ciclo2002","predicao",2002
2002,200203,3,249,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,8,"ciclo2002","predicao",2002
2002,200204,4,48,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,9,"ciclo2002","predicao",2002
2002,200205,5,18,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,10,"ciclo2002","predicao",2002
2002,200206,6,0,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,11,"ciclo2002","predicao",2002
2002,200207,7,2,"Vargem Grande","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3938.04,14039,12,"ciclo2002","predicao",2002
2002,200201,1,247,"Recreio dos Bandeirantes","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3065.56,82240,6,"ciclo2002","predicao",2002
2002,200202,2,453,"Recreio dos Bandeirantes","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3065.56,82240,7,"ciclo2002","predicao",2002
2002,200203,3,848,"Recreio dos Bandeirantes","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3065.56,82240,8,"ciclo2002","predicao",2002
2002,200204,4,163,"Recreio dos Bandeirantes","XXIV RA - Barra da Tijuca","Zona Oeste","AP 4","AG 4",3065.56,82240,9,"ciclo2002","predicao",2002
